Biracko mjesto:;BPS - SEFER HALILOVIc;STRANKA ZA BOSNU I HERCEGOVINU;SDP - SOCIJALDEMOKRATSKA PARTIJA BIH;HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE;DEMOKRATSKA  NARODNA ZAJEDNICA - DNZ BIH;DEMOKRATSKA STRANKA INVALIDA BIH;BOSS - BOSANSKA STRANKA - MIRNES AJANOVIc;SDA - STRANKA DEMOKRATSKE AKCIJE;HSS - NHI;NARODNA STRANKA RADOM ZA BOLJITAK;STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE;????? ?????????? ???????????????? - ???? - ??????? ?????;SDU BIH - SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE;STRANKA UDRUzENIH NEZAVISNIH DEMOKRATA BOSNE I HERCEGOVINE;STRANKA DEMOKRATSKE AKTIVNOSTI A-sda;STRANKA ZA NAROD BOSNE I HERCEGOVINE;SAVEZ ZA BOLJU BUDUcNOST BIH - SBB BIH FAHRUDIN RADONcIc;PARTIJA PRAVOG PUTA;TVOJA I MOJA - TIM STRANKA U BIH;STRANKA KOKUZA - SKOK;NASA STRANKA - NOVA SOCIJALISTIcKA PARTIJA ZDRAVKO KRSMANOVIc;HRVATSKA KOALICIJA HDZ 1990 - HSP BIH;LIBERALNO DEMOKRATSKA STRANKA - EVROPSKA EKOLOSKA STRANKA E-5;KOALICIJA PREOKRET: GDS BIH I NEP BIH;Ukupno za biracko mjesto:
075A001;0;0;0;360;0;0;0;0;0;12;2;3;0;0;0;0;0;0;0;0;2;58;0;0;437
075A002;0;0;1;236;0;0;0;0;3;24;1;1;0;0;0;0;0;0;0;2;10;53;0;0;331
075A003;9;8;61;1;0;1;1;143;0;17;9;0;0;1;3;2;33;1;0;4;2;1;0;1;298
075A004;0;0;1;246;2;0;0;0;0;40;1;0;0;0;0;0;0;0;0;0;1;60;0;0;351
075A005;10;56;54;0;0;0;0;205;0;0;5;0;0;0;4;1;17;0;0;0;0;13;0;1;366
075A006;0;0;3;217;0;0;0;0;3;103;0;0;0;0;0;0;0;0;0;0;2;16;0;0;344
075A007;4;10;39;200;0;2;1;57;0;32;2;0;0;0;8;1;6;1;0;1;4;44;0;0;412
075A008;0;3;5;329;1;0;0;2;0;16;2;0;0;0;0;0;1;0;0;2;2;49;0;0;412
075A009;4;69;43;0;0;0;0;371;0;0;8;0;0;0;7;5;7;0;0;1;1;0;0;0;516
075A010;4;0;4;160;0;0;0;1;0;13;2;0;0;0;0;0;0;0;0;1;0;33;0;0;218
075A011;1;21;74;64;0;1;4;73;0;30;7;1;0;1;3;2;20;0;0;1;3;65;1;3;375
075A012;25;25;140;29;2;0;1;80;0;20;13;1;0;3;20;6;93;3;0;17;5;8;0;0;491
075A013;4;6;16;337;0;2;2;29;1;32;3;0;0;0;7;1;18;0;0;3;9;42;1;0;513
075A014;24;15;113;79;0;0;8;66;1;14;19;0;0;1;3;6;77;1;0;11;11;24;0;0;473
075A015;0;0;0;128;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;20;0;0;151
075A016;0;1;9;240;0;0;0;33;0;7;0;0;0;0;1;0;1;1;0;0;0;56;0;0;349
075A017;1;0;1;182;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;70;0;0;258
075A018;0;0;1;155;0;0;0;1;1;61;1;1;0;0;0;0;0;0;0;0;4;105;0;0;330
075A019;0;0;0;108;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;55;0;0;186
075A020;0;0;2;228;0;0;0;0;0;46;1;0;0;0;0;0;1;0;0;0;2;30;0;0;310
075A021;4;4;6;115;0;0;0;6;0;6;0;0;0;0;0;0;2;0;0;0;1;34;0;0;178
075A022;0;0;0;157;0;0;0;0;0;37;0;0;0;0;0;0;0;0;0;0;0;17;0;0;211
075A023A;15;6;93;1;0;0;0;134;0;39;3;0;0;0;4;1;11;0;0;3;0;3;0;0;313
075A023B;16;14;69;0;3;1;2;119;0;55;4;0;0;0;9;3;17;2;0;3;1;5;0;1;324
075A024A;9;12;65;56;1;1;3;76;0;16;2;1;1;2;0;1;17;1;0;0;2;9;0;0;275
075A024B;3;6;22;107;0;1;2;49;0;31;4;1;0;1;2;1;6;0;0;1;4;21;0;0;262
075A025;4;123;23;1;0;0;1;293;0;7;8;0;0;1;3;3;16;0;0;1;0;5;0;0;489
075A026;6;23;102;123;0;0;0;22;0;8;7;1;0;2;3;2;66;2;0;2;26;21;0;0;416
075A027;2;1;24;159;1;0;2;37;0;91;3;0;0;0;2;2;5;0;0;1;7;29;0;2;368
075A028;3;100;64;0;0;0;0;376;0;3;3;0;0;0;6;0;10;0;0;0;0;0;0;0;565
075A029;8;24;122;69;0;0;0;49;2;7;6;0;0;0;5;2;45;2;0;3;9;21;0;0;374
075A030;2;8;50;109;0;1;4;49;0;10;2;0;0;0;3;0;31;0;0;4;4;10;0;0;287
075A031;0;0;5;8;0;1;0;0;0;26;0;31;1;0;0;0;1;0;0;1;0;5;1;0;80
075A032;0;0;0;138;0;0;0;0;1;11;0;0;0;0;0;0;0;0;0;0;0;15;0;0;165
077A000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
077A001;7;14;96;0;1;0;2;56;0;17;2;0;0;2;11;0;97;4;0;4;3;0;0;0;316
077A002A;4;8;127;7;0;0;8;39;0;17;13;7;0;0;2;1;55;1;0;7;4;4;1;2;307
077A002B;5;9;102;2;0;0;3;25;0;16;14;2;0;1;2;1;51;0;0;7;5;0;0;4;249
077A003;8;9;154;7;3;0;9;65;0;25;10;10;2;0;9;5;97;5;0;7;2;0;2;0;429
077A004;16;13;167;5;0;0;8;60;0;63;13;1;0;1;9;9;71;1;0;7;8;3;0;1;456
077A005;5;61;188;0;3;0;7;79;0;20;4;1;0;0;20;2;151;0;0;6;3;0;0;0;550
077A006A;3;17;140;4;1;0;6;35;0;30;9;2;0;0;9;0;71;1;0;8;10;4;0;0;350
077A006B;16;12;118;5;0;0;7;56;0;45;6;1;1;0;3;0;62;0;0;3;3;0;0;2;340
077A007;12;16;170;26;0;0;5;33;0;21;13;3;0;1;0;3;58;3;1;6;3;6;1;0;381
077A008;5;3;128;7;0;0;2;22;0;40;11;2;0;0;7;0;63;6;1;5;1;5;1;1;310
077A009;15;18;158;0;1;0;6;75;1;19;16;0;0;0;15;8;41;2;0;7;0;0;0;19;401
077A010;1;3;179;6;0;0;2;34;0;12;4;0;0;0;1;0;37;1;0;2;0;1;0;0;283
077A011;31;54;152;0;5;2;22;92;0;12;0;0;0;0;13;4;128;0;0;3;0;0;0;0;518
077A012;104;18;136;0;0;3;46;75;0;13;14;0;1;1;23;1;53;1;0;1;0;0;0;0;490
077A013;4;22;101;0;0;1;13;46;0;10;7;1;0;0;55;1;133;0;0;0;0;0;0;1;395
077A014;30;29;66;1;1;0;9;74;0;7;9;0;2;0;1;1;39;8;0;0;2;1;0;0;280
077A015;5;21;135;0;0;1;20;75;0;0;13;0;0;0;5;0;25;1;0;2;0;0;0;0;303
077A016;0;17;28;0;0;0;3;7;0;15;5;0;0;0;0;4;6;0;0;0;1;0;0;0;86
077A017;10;41;177;7;0;0;11;170;0;36;18;2;0;0;6;0;60;0;0;2;0;0;0;0;540
077A018;10;25;100;0;8;1;4;137;0;8;7;0;0;0;17;1;94;17;0;5;1;0;0;3;438
077A019;9;9;41;0;0;0;65;14;0;0;4;0;1;0;49;0;55;0;0;0;1;0;0;0;248
077A020;10;22;71;0;1;0;5;87;0;3;17;0;0;0;11;0;63;8;0;7;1;0;0;0;306
077A021;17;47;177;2;0;2;17;193;0;5;14;1;0;0;5;3;61;3;0;6;0;0;0;1;554
077A022;7;15;91;0;1;0;7;52;0;10;3;0;0;1;2;2;47;2;0;2;0;0;0;0;242
077A023;12;20;60;0;1;2;10;100;0;3;8;0;0;0;5;2;31;7;0;3;1;0;0;1;266
077A024;7;20;55;0;0;0;5;138;0;40;6;0;0;0;19;1;57;13;0;0;0;0;0;0;361
077A025;8;2;51;0;0;0;30;81;0;19;1;0;0;0;4;4;7;0;0;0;0;0;0;0;207
077A026;22;60;146;3;1;1;9;81;0;61;14;0;0;2;8;1;78;0;0;6;1;0;0;0;494
077A027A;18;24;113;0;0;0;11;70;0;15;8;2;1;1;3;1;56;2;0;5;0;1;0;2;333
077A027B;7;11;74;1;0;1;4;53;1;8;11;0;0;0;5;1;39;0;0;4;0;4;2;0;226
077A028;1;28;107;3;0;0;10;77;0;85;5;0;0;0;8;2;31;0;0;1;0;0;0;0;358
077A029;8;83;60;0;1;3;11;54;0;0;5;0;0;0;6;3;31;1;0;4;0;0;0;0;270
077A030;6;97;79;0;0;0;0;39;0;10;8;0;0;1;12;1;69;3;0;4;1;0;0;1;331
077A031;11;91;94;3;3;0;11;97;0;11;15;0;0;0;3;5;51;14;0;4;1;0;0;0;414
077A032;7;16;183;12;0;0;8;37;0;21;23;0;0;0;0;2;58;0;0;1;0;5;0;7;380
077A033;8;27;116;6;0;1;6;48;1;24;8;1;2;1;8;41;54;6;0;6;6;0;0;2;372
077A034;23;4;42;0;0;0;8;53;0;2;2;0;0;1;1;0;53;2;0;1;0;0;0;0;192
077A035;15;26;48;1;0;0;5;190;0;25;6;0;1;0;0;3;37;1;0;1;0;0;0;0;359
077A036;12;76;73;0;3;0;7;73;0;1;7;0;0;0;11;1;47;0;0;8;0;0;0;0;319
077A037;4;16;201;36;1;0;4;52;0;53;15;1;0;1;10;2;65;1;0;9;4;5;0;5;485
077A038;2;53;59;0;0;2;2;14;0;3;3;0;0;0;8;1;43;0;0;2;0;1;0;0;193
077A039;1;22;21;4;0;0;0;2;0;46;11;0;0;0;0;0;5;0;0;0;0;0;0;0;112
077A040;2;10;117;6;0;0;6;25;0;27;4;0;0;1;5;1;49;0;0;12;5;4;0;1;275
077A041;2;6;20;0;1;0;34;47;0;7;2;0;0;0;9;1;34;0;0;0;0;1;0;0;164
077A042;6;8;74;0;0;0;6;110;0;27;21;0;0;0;4;1;20;7;0;2;0;0;0;0;286
077A043;1;28;53;0;1;0;2;56;0;3;7;0;0;0;2;1;29;3;0;2;0;0;0;0;188
077A044;17;12;75;0;0;0;7;72;0;8;9;0;0;0;30;1;35;1;0;6;0;0;1;0;274
077A045;12;72;178;0;1;1;1;75;0;30;10;0;0;0;1;1;49;4;0;6;3;0;0;2;446
077A046;6;4;70;35;1;0;7;21;0;18;3;0;0;0;5;1;20;0;0;1;2;5;0;0;199
077A047;7;5;195;23;1;0;1;86;0;12;3;0;0;0;1;0;96;4;0;1;0;0;0;1;436
077A048;6;34;72;0;1;0;24;74;0;33;4;0;0;0;2;1;61;1;0;7;0;3;0;1;324
093A000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
093A001;4;17;55;1;2;0;6;322;0;13;3;0;0;2;38;11;86;0;0;5;1;0;1;0;567
093A002;7;12;84;7;0;0;5;36;0;39;8;1;0;0;3;14;62;1;0;11;2;4;9;0;305
093A003;16;23;79;0;1;0;2;163;0;16;16;0;0;0;3;56;62;0;0;3;0;0;0;0;440
093A004;7;52;81;1;1;0;2;332;0;16;8;0;0;19;11;54;38;2;0;1;0;0;0;0;625
093A005;3;41;20;0;0;0;2;303;0;0;1;0;0;0;8;40;29;0;0;0;0;0;0;0;447
093A006;9;19;160;14;0;0;4;66;0;23;15;2;1;1;3;7;83;5;0;21;31;5;0;2;471
093A007A;7;15;137;4;4;0;4;48;0;16;11;0;0;0;2;4;66;0;0;17;15;1;3;0;354
093A007B;12;22;91;6;0;0;3;31;0;28;9;2;0;0;3;7;33;0;0;7;11;1;1;0;267
093A008A;12;17;86;12;5;0;12;59;0;28;17;2;3;0;1;9;61;1;0;24;13;0;0;0;362
093A008B;11;20;62;6;0;3;3;32;0;23;12;0;0;1;1;11;49;0;0;24;9;2;0;0;269
093A009;14;23;153;22;0;1;10;49;1;39;12;8;0;1;3;3;72;1;0;30;14;4;2;0;462
093A010;24;39;117;13;0;1;7;72;0;34;13;1;0;3;2;7;74;0;0;34;20;6;5;0;472
093A011;7;12;104;12;1;0;3;36;0;50;7;0;0;0;2;2;57;1;0;14;8;3;0;0;319
093A012;11;31;100;11;2;1;10;75;1;19;10;0;0;3;5;4;106;2;0;16;7;12;4;3;433
093A013;11;30;158;14;3;2;1;51;0;42;15;3;2;1;13;8;87;1;0;19;10;6;4;4;485
093A014;11;32;111;33;2;1;6;50;2;44;6;4;0;1;5;6;66;0;0;14;19;32;3;0;448
093A015;13;10;169;9;1;0;1;49;0;22;7;2;1;0;3;5;71;0;0;14;26;7;3;6;419
093A016;9;14;182;10;1;0;1;50;1;21;10;6;0;2;2;15;54;3;0;21;31;7;2;2;444
093A017;11;27;141;9;1;0;9;57;3;31;10;3;0;1;1;10;60;3;0;28;19;3;8;0;435
093A018;11;23;130;4;3;1;2;63;1;37;19;3;2;0;1;11;68;6;0;29;20;7;3;2;446
093A019;11;16;109;11;0;0;6;43;1;27;20;1;0;0;7;8;55;3;0;15;23;1;2;1;360
093A020;10;42;115;5;2;1;9;78;1;20;15;2;8;1;1;4;79;10;0;28;21;0;3;1;456
093A021;4;9;101;17;1;0;5;46;0;20;9;2;1;0;1;13;47;0;0;12;10;8;6;0;312
093A022;15;28;191;7;1;0;7;76;0;31;14;0;2;2;2;7;78;4;0;35;24;2;8;1;535
093A023;9;26;161;13;0;1;6;62;0;27;7;2;0;2;4;15;92;3;0;19;14;5;4;0;472
093A024;13;23;173;17;1;0;0;68;0;23;15;2;7;1;10;5;92;0;0;30;19;15;10;0;524
093A025;8;31;146;9;2;1;6;52;0;10;6;1;0;1;1;7;64;2;0;24;8;6;2;0;387
093A026A;4;13;122;4;1;0;3;39;0;27;11;3;2;1;4;6;55;3;0;30;9;2;0;1;340
093A026B;6;12;94;14;7;1;5;34;0;29;7;2;1;1;6;4;36;3;0;12;3;3;1;1;282
093A027;15;15;120;6;1;3;8;54;1;29;7;4;0;1;4;10;62;0;2;22;9;3;2;0;378
093A028;7;18;27;84;1;0;4;52;3;8;3;0;0;0;5;8;33;0;0;11;2;75;0;2;343
093A029A;5;11;75;0;0;2;13;61;0;15;6;0;0;0;5;8;35;0;0;11;0;0;0;0;247
093A029B;1;3;107;0;1;2;9;134;0;13;8;0;0;1;7;10;55;0;0;20;0;0;2;0;373
093A030;8;8;46;0;0;0;9;149;0;13;12;0;0;0;6;6;76;2;0;9;5;0;0;1;350
093A031;39;45;146;10;0;0;9;62;0;25;12;0;0;0;6;14;71;2;0;32;3;0;1;1;478
093A032;10;4;91;5;0;0;15;79;0;48;8;0;0;0;4;12;57;1;0;6;0;3;0;0;343
093A033;10;82;78;0;1;0;7;55;0;23;6;0;5;4;8;23;91;2;0;18;0;0;3;0;416
093A034;10;35;150;2;2;3;8;93;0;29;5;0;0;1;5;39;31;0;0;14;1;0;0;0;428
093A035;17;42;91;9;2;1;10;122;0;18;13;0;1;0;4;20;82;0;0;13;1;0;0;1;447
093A036;12;11;208;3;0;0;8;144;0;4;9;0;1;2;5;3;85;3;0;5;1;0;0;0;504
093A037;7;13;236;3;0;2;0;123;1;18;11;0;0;0;3;2;93;1;0;11;1;2;0;0;527
093A038;10;18;131;10;0;0;1;47;0;13;10;1;0;0;6;5;57;3;3;21;12;0;1;0;349
093A039;6;26;112;12;0;0;3;49;1;23;11;9;2;1;3;7;52;1;0;24;15;8;10;0;375
093A040;12;28;97;5;2;1;8;47;2;19;6;0;1;0;9;3;70;0;0;31;21;2;1;1;366
093A041;9;47;148;0;1;0;7;136;0;29;11;0;0;0;4;31;63;2;0;18;1;0;2;0;509
093A042;6;24;122;11;4;3;13;93;1;34;8;0;0;0;2;14;73;4;0;19;4;6;1;0;442
093A043;6;29;112;5;1;0;22;60;0;46;4;1;3;0;5;11;73;1;0;15;4;1;0;0;399
093A044;9;17;76;2;0;0;2;89;0;31;3;0;3;3;10;19;99;6;1;18;2;0;1;1;392
093A045;6;118;49;0;0;0;0;20;0;16;10;0;0;0;9;10;10;22;0;8;0;0;0;0;278
093A046;2;4;53;0;0;0;0;48;0;0;0;0;0;0;2;2;9;0;0;0;0;0;0;0;120
093A047;13;17;92;1;0;1;7;130;0;51;3;0;0;1;2;10;33;0;0;6;2;0;0;3;372
093A048;2;68;47;6;0;0;4;60;0;18;12;0;0;0;6;10;90;0;0;18;2;4;0;1;348
093A049;17;26;61;29;4;0;4;117;1;17;9;1;0;1;8;1;41;0;0;10;3;9;0;0;359
093A050;16;33;137;12;0;0;5;74;0;21;14;1;4;0;6;9;81;0;0;42;18;5;7;2;487
093A051;7;23;156;11;0;0;2;50;0;22;7;1;4;0;1;3;84;1;0;20;21;8;4;2;427
093A052;9;21;114;7;0;2;4;58;0;20;14;2;0;0;4;4;67;3;0;26;11;1;4;0;371
093A053A;4;18;55;2;2;0;1;61;0;11;4;1;0;1;6;42;51;5;0;23;4;5;1;2;299
093A053B;9;24;50;1;0;1;6;30;0;11;5;0;2;1;1;53;38;4;0;8;7;1;0;1;253
093A054;6;21;49;1;1;1;15;160;0;12;9;0;1;1;3;11;9;0;0;9;0;1;0;0;310
093A055;9;46;188;20;2;0;11;73;0;13;18;2;4;3;4;3;72;4;0;24;23;1;2;0;522
093A056;5;21;148;17;1;0;5;57;2;36;12;4;0;0;3;3;70;5;0;30;7;5;4;1;436
093A057;4;21;122;9;1;0;4;64;0;43;14;1;0;1;2;12;63;3;3;20;13;2;4;2;408
093A058;8;29;199;1;2;0;12;53;0;57;9;0;0;0;27;19;69;1;0;6;1;0;2;0;495
093A059;5;32;167;0;0;4;6;138;0;34;5;0;1;0;25;30;59;2;0;4;0;0;0;0;512
093A060;3;11;134;12;1;0;9;47;0;60;19;3;0;0;4;79;57;0;0;25;10;4;5;2;485
093A061;18;20;109;6;1;0;3;59;0;54;9;1;0;0;4;26;58;0;0;18;3;0;5;0;394
093A062;15;22;153;10;6;1;4;78;0;27;14;3;0;2;11;4;53;3;1;21;20;4;4;1;457
093A063;6;24;96;3;0;1;8;70;0;38;13;0;0;0;9;6;86;4;1;18;12;2;1;0;398
093A064;18;22;115;9;2;1;11;89;0;37;8;3;0;0;9;7;91;0;0;25;9;3;2;0;461
093A065;15;12;85;12;0;0;8;64;0;34;9;3;0;1;9;5;79;4;0;17;4;11;2;0;374
093A066A;5;24;82;12;0;0;5;64;0;29;6;0;2;0;2;9;42;0;0;17;3;1;3;0;306
093A066B;5;18;71;4;1;0;10;41;1;20;3;7;1;0;1;2;47;1;0;10;5;0;1;0;249
093A067A;10;5;101;1;4;0;5;42;0;30;8;3;1;1;5;5;42;2;0;23;16;3;0;0;307
093A067B;10;7;91;6;1;0;2;24;0;11;6;0;0;0;1;11;44;0;0;14;9;1;1;0;239
093A068;10;32;122;3;1;0;2;67;0;69;7;1;0;1;5;11;97;0;0;22;21;1;6;0;478
093A069;4;31;140;7;0;2;9;80;0;25;9;1;4;3;9;7;98;4;0;23;6;5;3;2;472
093A070;3;120;57;0;0;1;10;248;0;6;5;0;0;0;112;31;50;0;0;1;0;0;0;0;644
093A071;9;61;101;0;0;0;9;170;0;6;5;0;0;0;9;19;73;0;0;0;0;0;0;0;462
093A072;4;39;112;1;0;1;11;88;0;17;14;0;0;0;9;10;93;0;0;20;5;2;6;1;433
093A073;10;24;94;8;0;3;13;64;0;26;4;0;0;0;3;6;54;5;0;16;2;22;0;0;354
093A074;0;5;16;0;0;0;0;130;0;3;3;0;0;0;0;2;4;0;0;1;0;0;0;0;164
093A075;11;5;62;100;2;0;0;19;1;44;12;0;0;1;0;6;19;0;0;9;2;31;2;0;326
093A076A;14;27;38;7;0;1;4;104;1;7;0;0;0;0;14;1;60;1;0;6;2;18;1;0;306
093A076B;7;40;13;2;1;0;0;163;0;2;1;0;0;0;4;2;46;0;0;3;0;13;0;0;297
093A077;0;38;6;0;0;0;0;138;0;4;2;0;0;0;11;3;7;0;0;4;0;0;0;0;213
093A078;4;3;53;46;0;0;4;5;0;39;6;1;0;0;1;3;48;0;0;23;4;16;0;0;256
093A079;20;23;80;2;0;1;7;70;0;14;16;0;0;0;2;8;78;0;0;38;1;0;0;0;360
093A080;7;19;150;11;0;0;11;39;0;29;7;0;1;1;6;8;56;2;0;30;7;4;4;1;393
093A081;8;25;106;9;1;1;5;54;0;39;4;0;0;1;4;8;69;0;0;20;9;4;8;0;375
093A082;20;75;73;4;1;4;7;300;0;44;6;0;1;0;8;17;62;0;0;12;5;1;0;0;640
093A083;4;0;63;0;1;0;1;97;0;1;0;0;0;0;0;1;9;0;0;0;0;0;0;0;177
093A084;56;18;6;0;0;0;1;242;0;0;4;0;0;0;9;79;8;0;0;2;0;0;0;0;425
093A085;16;32;125;22;0;0;12;55;0;25;12;4;1;1;2;6;81;2;0;25;17;8;6;2;454
093A086;8;28;157;14;4;1;7;81;2;21;15;2;0;0;1;1;75;1;0;30;7;8;5;0;468
093A087;7;20;107;8;0;1;9;68;1;16;10;1;0;0;0;7;70;0;0;18;9;8;3;2;365
093A088;7;20;148;15;2;1;13;79;0;18;20;1;1;1;6;19;80;3;0;21;10;8;3;0;476
093A089;12;24;106;24;0;0;16;83;2;32;8;0;0;0;5;7;79;2;0;19;9;8;3;0;439
093A090;6;19;81;7;1;1;17;54;1;29;3;0;2;0;5;15;33;1;0;7;1;3;0;0;286
093A091;2;144;26;0;0;0;13;255;0;1;4;0;1;0;49;81;77;0;0;2;0;0;0;1;656
093A092;15;12;114;2;0;1;8;52;0;15;11;0;0;7;7;20;71;3;0;13;2;0;11;0;364
093A093;19;31;209;1;0;3;0;144;0;16;10;0;0;1;9;31;76;1;0;12;1;0;5;1;570
093A094;20;6;76;0;0;0;1;158;0;0;1;0;0;0;0;8;15;1;0;1;5;0;1;0;293
093A095;6;40;101;13;1;0;2;48;0;18;12;2;2;2;4;13;90;6;0;16;10;3;0;1;390
093A096;16;49;63;0;1;0;7;202;0;38;10;0;0;2;23;5;57;1;0;11;0;0;0;0;485
093A097;9;27;30;12;0;0;7;56;0;31;6;0;1;1;0;3;58;0;0;15;2;2;0;1;261
093A098;1;76;57;3;0;0;2;171;0;12;8;0;0;1;17;12;33;0;0;0;1;0;0;2;396
093A099;9;15;76;7;0;0;4;62;1;19;9;0;1;0;5;17;49;2;0;15;8;4;0;0;303
093A100;9;30;105;4;1;2;4;60;0;39;12;5;0;0;2;4;58;2;0;20;24;1;3;0;385
093A101;14;26;122;11;0;3;4;75;0;41;7;0;2;0;3;31;61;0;0;31;4;3;0;0;438
093A102;4;34;95;1;0;1;0;24;0;21;6;1;0;1;0;13;52;0;0;15;1;0;1;0;270
093A103;6;21;103;1;0;0;15;84;0;24;9;0;0;0;2;21;121;5;0;30;5;2;0;0;449
093A104A;17;27;99;1;4;1;7;73;0;11;6;1;0;1;1;21;90;2;0;25;4;0;1;0;392
093A104B;5;9;44;6;0;0;3;52;0;5;2;0;0;0;1;21;62;0;0;10;0;2;0;0;222
093A105;10;29;69;26;1;0;11;44;0;28;7;1;2;0;0;9;61;1;0;19;2;15;0;0;335
093A106;5;24;94;8;0;1;2;52;0;37;9;5;0;0;5;10;69;0;0;13;18;3;3;1;359
093A107;14;15;152;20;2;1;7;36;0;35;5;0;0;3;2;7;102;1;1;11;23;15;3;0;455
093A108;1;3;78;28;0;0;9;52;0;18;11;1;0;0;3;13;50;0;0;14;3;17;1;0;302
093A109;7;13;116;2;0;0;4;62;0;19;8;0;2;0;2;10;63;1;0;12;13;2;1;1;338
093A110;5;25;50;3;3;0;4;36;0;27;9;0;2;0;1;2;54;0;0;12;0;6;1;0;240
093A111;5;13;102;4;1;1;4;56;0;49;3;0;0;0;8;5;52;2;1;18;0;2;1;0;327
093A112;5;51;113;0;0;0;5;107;0;16;1;0;0;3;2;4;78;0;3;10;0;0;0;0;398
093A113;13;21;153;6;0;1;3;54;0;21;9;1;1;1;1;4;73;4;0;20;8;1;4;0;399
093A114;11;24;125;12;3;1;4;59;0;15;5;4;3;0;3;5;45;2;1;25;12;4;2;0;365
093A115;22;36;121;12;0;0;11;82;1;45;15;2;1;1;2;9;72;0;0;38;11;3;3;2;489
093A116;10;26;104;19;4;1;11;28;0;44;8;0;2;1;3;11;84;0;0;16;14;6;2;1;395
093A117;8;17;73;12;7;0;6;39;0;28;5;0;1;1;7;21;63;2;0;10;5;4;0;1;310
093A118;4;22;60;7;0;0;20;69;0;9;5;0;1;0;6;13;41;2;0;10;0;17;0;1;287
093A119;11;33;106;3;2;0;11;81;0;33;43;0;0;0;2;4;106;1;0;23;0;0;0;1;460
093A120;12;15;102;3;1;1;9;152;0;15;8;2;0;1;3;19;92;5;1;10;0;2;2;0;455
093A121;25;14;91;0;2;0;3;47;0;33;16;0;0;4;5;22;112;2;0;17;5;0;2;1;401
093A122;2;18;21;0;0;5;0;253;0;19;1;0;0;0;1;3;25;0;0;1;5;0;0;0;354
093A123;9;15;62;1;0;0;10;72;0;36;5;1;1;1;8;10;86;2;0;8;6;3;2;1;339
093A124;8;18;77;1;1;1;1;53;0;4;3;0;0;0;23;8;25;1;0;3;0;0;0;0;227
093A125;14;3;6;0;0;0;0;68;0;7;0;0;0;0;3;8;9;0;0;2;1;0;0;0;121
093A126;0;37;3;0;0;0;1;162;0;0;0;0;0;0;2;8;18;0;0;0;0;0;0;0;231
094A000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
094A001;4;120;28;3;0;0;2;156;0;48;2;0;0;0;1;8;59;0;0;2;0;0;0;2;435
094A002;7;9;84;1;0;0;10;68;0;9;7;0;0;0;3;4;36;0;0;4;1;0;0;0;243
094A003;0;18;34;1;1;0;14;80;1;31;1;0;0;1;0;13;37;1;0;0;1;0;0;0;234
094A004;7;23;97;0;0;1;3;182;0;13;3;0;0;0;1;0;20;0;0;1;0;1;0;0;352
094A005;7;36;175;48;0;1;21;104;1;36;21;0;0;0;1;8;51;0;0;9;3;4;0;0;526
094A006;2;1;26;82;0;0;0;8;0;20;1;0;0;0;0;4;11;1;0;1;1;3;0;0;161
094A007;14;29;81;4;0;0;11;142;0;31;4;0;0;0;2;4;91;2;0;4;0;0;0;1;420
094A008;8;15;48;138;1;0;4;15;0;12;2;0;0;0;1;2;21;0;0;7;1;18;0;0;293
094A009;2;40;175;15;0;0;10;116;2;41;4;1;0;0;3;2;52;0;0;1;3;1;1;0;469
094A010;17;60;88;3;0;0;17;196;0;9;2;0;0;0;3;5;41;0;2;1;0;0;0;0;444
094A011;10;36;9;0;0;0;3;155;0;1;0;0;0;0;1;4;22;0;0;0;0;0;0;0;241
094A012;12;17;125;7;0;0;5;105;0;53;13;1;0;0;2;3;58;0;0;3;0;0;2;0;406
094A013;18;98;109;6;1;1;6;176;0;100;8;0;0;2;1;8;75;0;0;10;0;1;0;0;620
094A014;3;35;94;3;0;1;2;177;0;69;2;0;0;2;3;4;64;1;0;0;0;2;0;3;465
094A015;2;40;137;10;0;0;10;118;0;13;8;0;0;1;1;17;66;0;0;6;0;1;0;0;430
094A016;13;17;101;2;1;0;45;273;0;30;6;0;0;0;4;2;94;0;0;2;0;1;0;0;591
094A017;6;23;19;0;0;0;4;79;0;1;2;0;2;0;1;3;20;1;0;3;0;1;0;0;165
094A018;6;11;72;8;0;1;3;100;1;8;0;0;0;0;0;4;42;1;0;6;1;0;0;0;264
094A019;4;40;18;0;0;0;16;101;0;12;1;0;0;0;0;2;7;0;0;0;0;0;0;0;201
094A020;15;20;65;1;0;0;23;111;0;24;3;0;0;1;2;0;35;0;0;3;0;0;1;1;305
094A021;4;11;66;144;0;0;0;40;0;38;3;0;0;0;2;0;27;0;0;4;1;5;0;0;345
