,BM,BEŠIĆ SENAD - BEŠIĆ SENAD,BLAŽANOVIĆ IVO - DEMOKRATSKA STRANKA INVALIDA BOSNE I HERCEGOVINE,ČENAJ PETRIT - ČENAJ PETRIT,DODIK MILORAD - SNSD-DNS-SP,HORIĆ AMIR - BPS-SEFER HALILOVIĆ,"JERKOVIĆ JOSIP - HDZ BIH, HSS, HKDU BIH, HSP HERCEG BOSNE",JOVIČIĆ DRAGOMIR - STRANKA PRAVEDNE POLITIKE,MARKOVIĆ VLADAN - MARKOVIĆ VLADAN,MUHAREMOVIĆ INDIRA - PRVA STRANKA,NEŠKOVIĆ MLADEN - NEŠKOVIĆ MLADEN,PALIĆ SAMIR - SDU BIH-SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,SALKIĆ RAMIZ - DOMOVINA,SEDLO TOMA - STRANKA PRAVDE I POVJERENJA,STOJAKOVIĆ SANDA - KOMUNISTIČKA PARTIJA,STOJANOVIĆ MILKO - STOJANOVIĆ MILKO,SULJKANOVIĆ ENES - SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,TADIĆ OGNJEN - SAVEZ ZA PROMJENE,TOKIĆ SEJFUDIN - A-SDA STRANKA DEMOKRATSKE AKTIVNOSTI,VLAJKI EMIL - PARTIJA EKONOMSKE I SOCIJALNE PRAVDE,Ukupno
,010B065,2,0,1,178,0,0,4,0,0,0,0,3,0,0,2,2,112,3,2,309
,010B066,0,0,0,337,1,0,9,0,0,2,0,0,0,1,1,1,178,3,3,536
,010B067,0,0,0,281,0,1,4,0,0,0,0,1,0,1,0,1,211,3,2,505
,010B068,0,0,0,110,0,0,0,0,1,0,0,5,0,0,0,10,95,6,0,227
,010B069,0,0,0,241,0,1,3,3,1,2,1,0,0,0,0,0,219,0,4,475
,010B070,0,0,0,339,0,3,7,0,0,1,0,1,0,1,0,0,186,0,2,540
,010B071,1,0,0,252,0,1,8,0,1,1,0,1,0,0,1,0,156,1,4,427
,010B072,1,0,0,243,0,0,2,1,0,0,2,1,0,0,0,3,196,2,3,454
,010B073,0,0,0,211,0,0,4,3,0,1,0,1,0,0,2,0,240,0,2,464
,010B074,0,0,0,127,0,0,2,0,1,0,0,0,0,0,0,0,45,0,0,175
,010B075,2,0,0,142,1,0,2,0,1,0,0,0,0,1,0,1,117,0,0,267
,010B076,0,0,0,110,0,1,3,0,0,0,0,0,0,0,0,0,101,1,3,219
,010B077,3,0,0,102,3,0,0,3,1,1,0,31,0,0,2,13,123,29,1,312
,010B078,0,0,0,205,0,0,5,1,0,2,3,9,1,0,1,10,134,3,1,375
,010B079,0,0,0,271,0,0,4,1,0,1,0,0,0,0,0,0,285,1,1,564
,010B080,0,0,0,161,1,0,1,0,0,1,0,1,0,1,0,1,133,2,2,304
,010B081,1,0,1,111,7,0,0,1,0,0,1,12,0,0,0,3,66,10,2,215
,010B082,1,1,0,78,3,0,2,0,0,1,0,10,0,0,0,8,98,7,3,212
,010B083,2,0,0,14,6,0,0,0,1,0,0,16,0,0,0,25,13,18,0,95
,010B084,0,0,0,162,0,0,3,0,0,0,0,4,0,0,0,0,85,1,4,259
,010B085,0,0,1,8,4,0,0,0,0,0,0,70,0,0,0,8,16,23,0,130
,010B086,0,0,0,266,0,0,2,1,0,0,0,0,0,1,0,0,200,0,1,471
,010B087A,0,1,0,179,1,2,1,0,0,1,0,1,0,0,0,0,97,0,0,283
,010B087B,0,0,0,267,0,0,3,0,1,1,0,0,0,0,0,0,157,2,1,432
,010B088,0,0,0,215,0,0,1,1,0,2,0,0,0,1,0,0,115,0,3,338
,010B089A,1,0,0,18,0,0,0,0,2,0,0,89,0,0,0,9,45,5,0,169
,010B089B,1,0,0,14,1,0,0,0,0,1,0,55,0,0,0,12,47,11,1,143
,011B000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,011B001,0,0,0,220,0,0,6,0,0,1,0,0,0,2,0,0,107,0,3,339
,011B002,1,0,0,327,0,0,16,1,0,0,0,0,0,0,0,0,177,0,3,525
,011B003,1,0,1,361,0,1,12,0,1,0,0,0,0,2,1,0,217,1,1,599
,011B004,0,2,1,280,0,0,19,0,0,0,0,0,0,1,1,0,185,1,4,494
,011B005,0,0,0,260,0,2,25,4,0,0,0,0,1,1,0,0,161,1,5,460
,011B006,0,1,0,239,1,1,62,0,0,3,0,1,0,0,2,0,126,1,2,439
,011B007A,1,1,0,172,0,0,3,1,0,0,0,0,1,1,2,0,148,2,0,332
,011B007B,0,0,0,171,0,0,5,0,0,0,0,0,0,0,0,0,203,1,3,383
,011B008,0,0,1,161,0,0,2,0,0,1,0,0,0,0,0,0,162,0,0,327
,011B009A,0,0,0,404,0,0,3,0,0,0,0,1,0,0,0,0,191,0,3,602
,011B009B,0,0,0,226,0,0,2,0,0,0,0,0,0,0,0,0,101,0,0,329
,011B010,0,0,0,375,0,0,3,0,0,0,0,0,0,0,0,0,94,0,0,472
,011B011,0,0,0,323,0,0,6,0,0,0,0,1,0,0,0,0,119,1,1,451
,011B012,0,0,0,304,0,1,9,1,0,1,0,0,0,1,0,0,133,3,4,457
,011B013A,0,1,1,216,0,0,33,2,0,0,1,1,0,0,2,0,176,2,5,440
,011B013B,0,0,0,146,0,0,8,1,0,1,0,0,0,2,1,0,144,0,3,306
,011B013C,0,0,0,92,0,1,5,1,0,0,0,1,1,1,0,0,58,3,1,164
,011B014A,0,0,0,259,0,0,0,0,0,0,0,1,0,1,1,0,97,2,0,361
,011B014B,0,0,0,233,0,0,0,3,0,0,0,0,0,0,1,0,104,1,1,343
,011B015,0,2,0,326,0,0,3,0,0,0,0,1,1,0,0,0,132,1,0,466
,011B016,0,0,0,264,0,0,8,0,0,1,0,0,0,1,0,0,241,0,3,518
,011B017,0,0,0,144,0,0,3,0,0,0,0,0,0,0,0,0,78,0,0,225
,011B018,0,0,0,327,0,0,9,1,1,0,0,0,0,1,2,0,183,0,0,524
,011B019,0,1,0,112,0,0,6,0,0,0,0,0,0,0,1,0,139,0,3,262
,011B020,0,1,0,239,0,0,3,2,0,0,0,0,0,0,1,0,248,1,4,499
,011B021,0,0,0,174,0,0,2,0,0,0,0,0,0,1,0,0,142,2,4,325
,011B022A,0,1,0,242,0,0,18,1,1,0,0,1,0,0,1,0,207,3,3,478
,011B022B,0,0,0,181,0,0,2,1,0,0,0,0,0,0,1,0,143,0,1,329
,011B023A,0,0,0,253,0,0,11,2,0,0,0,2,1,0,0,0,205,0,7,481
,011B023B,0,0,0,203,0,0,8,0,0,0,0,2,1,0,1,0,130,1,5,351
,011B024,0,1,0,238,0,0,4,1,1,2,0,3,0,0,0,7,183,2,0,442
,011B025,0,0,0,219,0,0,8,2,0,2,0,0,0,0,0,0,125,1,3,360
,011B026,0,0,0,213,0,0,11,0,0,0,0,0,0,0,0,0,96,0,4,324
,011B027,0,1,0,272,0,0,7,0,0,1,0,1,0,1,0,1,204,2,1,491
,011B028,0,0,0,301,0,0,6,1,0,0,0,1,1,0,1,0,211,0,5,527
,011B029,0,0,1,265,0,3,46,2,0,0,0,0,0,1,1,1,175,1,8,504
,011B030,0,0,1,268,0,0,20,1,0,0,0,0,0,0,2,0,221,0,3,516
,011B031,0,1,0,56,0,3,8,0,0,2,0,0,0,0,2,0,59,1,0,132
,011B032,0,0,0,258,0,1,8,0,0,1,0,0,0,1,1,1,136,0,0,407
,011B033,0,0,0,276,1,0,44,1,0,0,0,3,1,1,0,0,177,1,6,511
,011B034,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,82,0,1,267
,011B035,0,0,0,105,1,0,9,1,0,0,0,0,0,0,0,1,69,0,3,189
,011B036,0,0,0,58,0,1,1,1,0,0,0,0,1,0,1,0,18,3,0,84
,011B037,0,0,0,108,0,0,1,1,0,0,0,0,0,0,0,0,152,0,1,263
,011B038,1,1,1,256,0,1,17,3,0,1,0,0,0,0,0,0,178,0,4,463
,011B039,0,0,0,182,0,0,7,0,0,0,0,0,0,0,0,0,178,1,2,370
,011B040,1,0,0,178,0,0,2,0,0,0,0,0,0,1,3,0,166,3,1,355
,011B041,0,0,0,218,0,0,3,0,0,0,0,0,0,0,1,0,98,0,0,320
,012B000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,012B001,0,0,0,226,0,0,0,0,0,2,0,0,0,0,0,1,194,2,1,426
,012B002,1,0,0,268,0,0,11,0,0,1,0,1,0,0,2,1,302,1,6,594
,012B003,0,0,0,194,0,0,0,1,0,0,0,0,0,1,0,0,150,0,0,346
,012B004,0,0,0,271,0,0,10,0,0,0,0,1,0,0,0,0,310,2,1,595
,012B005,0,0,0,163,0,0,2,2,1,0,0,0,0,0,0,0,194,0,1,363
,012B006,0,0,0,360,0,0,10,1,0,0,0,1,0,1,0,0,269,0,4,646
,012B007,0,0,0,185,0,0,4,0,0,0,0,0,0,0,1,0,141,0,1,332
,012B008,0,0,0,269,1,0,4,0,0,0,0,2,0,0,1,0,193,1,1,472
