"mjesto","stranka","glasovi","godina","nivo","lokacija","ukupno"
"009B014","HDZ BIH, HSS, HKDU BIH, HSP DR.ANTE STARČEVIĆ, HSP HERCEG-BOSNE",2,2014,parbih,parbih_1_521,0
"009B014",SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,1,2014,parbih,parbih_1_521,0
"009B014",SRPSKA NAPREDNA STRANKA - SNS,1,2014,parbih,parbih_1_521,0
"009B014",SDA - STRANKA DEMOKRATSKE AKCIJE,0,2014,parbih,parbih_1_521,0
"009B014",KOMUNISTIČKA PARTIJA,0,2014,parbih,parbih_1_521,0
"009B014",UNIJA SOCIJALDEMOKRATA-UNIJA ZA SVE NAS,0,2014,parbih,parbih_1_521,0
"009B014",STRANKA PRAVEDNE POLITIKE,0,2014,parbih,parbih_1_521,0
"009B014",ZAJEDNO ZA PROMJENE (SPP-SDU-DNZ),0,2014,parbih,parbih_1_521,0
"009B015A",SDA - STRANKA DEMOKRATSKE AKCIJE,72,2014,parbih,parbih_1_521,0
"009B015A",SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,38,2014,parbih,parbih_1_521,0
"009B015A",DNS-DEMOKRATSKI NARODNI SAVEZ - NS - SRS,8,2014,parbih,parbih_1_521,0
"009B015A",SDS-SRPSKA DEMOKRATSKA STRANKA,6,2014,parbih,parbih_1_521,0
"009B015A",SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,3,2014,parbih,parbih_1_521,0
"009B015A",KOMUNISTIČKA PARTIJA,2,2014,parbih,parbih_1_521,0
"009B015A",ZAJEDNO ZA PROMJENE (SPP-SDU-DNZ),2,2014,parbih,parbih_1_521,0
"009B015A",PDP-NDP,1,2014,parbih,parbih_1_521,0
"009B015A",SOCIJALISTIČKA PARTIJA,0,2014,parbih,parbih_1_521,0
"009B015A",SRPSKA NAPREDNA STRANKA - SNS,0,2014,parbih,parbih_1_521,0
"009B015A",UNIJA SOCIJALDEMOKRATA-UNIJA ZA SVE NAS,0,2014,parbih,parbih_1_521,0
"009B015A",STRANKA PRAVEDNE POLITIKE,0,2014,parbih,parbih_1_521,0
"009B015A","HDZ BIH, HSS, HKDU BIH, HSP DR.ANTE STARČEVIĆ, HSP HERCEG-BOSNE",0,2014,parbih,parbih_1_521,0
"009B015B",SDA - STRANKA DEMOKRATSKE AKCIJE,86,2014,parbih,parbih_1_521,0
"009B015B",SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,38,2014,parbih,parbih_1_521,0
"009B015B",DNS-DEMOKRATSKI NARODNI SAVEZ - NS - SRS,6,2014,parbih,parbih_1_521,0
"009B015B",SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,5,2014,parbih,parbih_1_521,0
"009B015B",ZAJEDNO ZA PROMJENE (SPP-SDU-DNZ),4,2014,parbih,parbih_1_521,0
"009B015B",SDS-SRPSKA DEMOKRATSKA STRANKA,2,2014,parbih,parbih_1_521,0
"009B015B",SRPSKA NAPREDNA STRANKA - SNS,1,2014,parbih,parbih_1_521,0
"009B015B",SOCIJALISTIČKA PARTIJA,0,2014,parbih,parbih_1_521,0
"009B015B",KOMUNISTIČKA PARTIJA,0,2014,parbih,parbih_1_521,0
"009B015B",UNIJA SOCIJALDEMOKRATA-UNIJA ZA SVE NAS,0,2014,parbih,parbih_1_521,0
"009B015B",STRANKA PRAVEDNE POLITIKE,0,2014,parbih,parbih_1_521,0
"009B015B",PDP-NDP,0,2014,parbih,parbih_1_521,0
"009B015B","HDZ BIH, HSS, HKDU BIH, HSP DR.ANTE STARČEVIĆ, HSP HERCEG-BOSNE",0,2014,parbih,parbih_1_521,0
"009B015C",SDA - STRANKA DEMOKRATSKE AKCIJE,35,2014,parbih,parbih_1_521,0
"009B015C",SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,16,2014,parbih,parbih_1_521,0
"009B015C",SDS-SRPSKA DEMOKRATSKA STRANKA,2,2014,parbih,parbih_1_521,0
"009B015C",DNS-DEMOKRATSKI NARODNI SAVEZ - NS - SRS,2,2014,parbih,parbih_1_521,0
"009B015C",ZAJEDNO ZA PROMJENE (SPP-SDU-DNZ),2,2014,parbih,parbih_1_521,0
"009B015C",SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,1,2014,parbih,parbih_1_521,0
"009B015C",SRPSKA NAPREDNA STRANKA - SNS,1,2014,parbih,parbih_1_521,0
"009B015C",KOMUNISTIČKA PARTIJA,1,2014,parbih,parbih_1_521,0
"009B015C",STRANKA PRAVEDNE POLITIKE,1,2014,parbih,parbih_1_521,0
"009B015C",SOCIJALISTIČKA PARTIJA,0,2014,parbih,parbih_1_521,0
"009B015C",UNIJA SOCIJALDEMOKRATA-UNIJA ZA SVE NAS,0,2014,parbih,parbih_1_521,0
"009B015C",PDP-NDP,0,2014,parbih,parbih_1_521,0
"009B015C","HDZ BIH, HSS, HKDU BIH, HSP DR.ANTE STARČEVIĆ, HSP HERCEG-BOSNE",0,2014,parbih,parbih_1_521,0
"009B016",SDA - STRANKA DEMOKRATSKE AKCIJE,82,2014,parbih,parbih_1_521,0
"009B016",SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,50,2014,parbih,parbih_1_521,0
"009B016",DNS-DEMOKRATSKI NARODNI SAVEZ - NS - SRS,10,2014,parbih,parbih_1_521,0
"009B016",SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,7,2014,parbih,parbih_1_521,0
"009B016",ZAJEDNO ZA PROMJENE (SPP-SDU-DNZ),6,2014,parbih,parbih_1_521,0
"009B016",SDS-SRPSKA DEMOKRATSKA STRANKA,3,2014,parbih,parbih_1_521,0
"009B016",PDP-NDP,3,2014,parbih,parbih_1_521,0
"009B016",SOCIJALISTIČKA PARTIJA,1,2014,parbih,parbih_1_521,0
"009B016",SRPSKA NAPREDNA STRANKA - SNS,0,2014,parbih,parbih_1_521,0
"009B016",KOMUNISTIČKA PARTIJA,0,2014,parbih,parbih_1_521,0
"009B016",UNIJA SOCIJALDEMOKRATA-UNIJA ZA SVE NAS,0,2014,parbih,parbih_1_521,0
"009B016",STRANKA PRAVEDNE POLITIKE,0,2014,parbih,parbih_1_521,0
"009B016","HDZ BIH, HSS, HKDU BIH, HSP DR.ANTE STARČEVIĆ, HSP HERCEG-BOSNE",0,2014,parbih,parbih_1_521,0
"009B017",SDA - STRANKA DEMOKRATSKE AKCIJE,108,2014,parbih,parbih_1_521,0
"009B017",SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,43,2014,parbih,parbih_1_521,0
"009B017",SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,7,2014,parbih,parbih_1_521,0
"009B017",DNS-DEMOKRATSKI NARODNI SAVEZ - NS - SRS,4,2014,parbih,parbih_1_521,0
"009B017",KOMUNISTIČKA PARTIJA,3,2014,parbih,parbih_1_521,0
"009B017",PDP-NDP,2,2014,parbih,parbih_1_521,0
"009B017",ZAJEDNO ZA PROMJENE (SPP-SDU-DNZ),2,2014,parbih,parbih_1_521,0
"009B017",SOCIJALISTIČKA PARTIJA,1,2014,parbih,parbih_1_521,0
"009B017","HDZ BIH, HSS, HKDU BIH, HSP DR.ANTE STARČEVIĆ, HSP HERCEG-BOSNE",1,2014,parbih,parbih_1_521,0
"009B017",SDS-SRPSKA DEMOKRATSKA STRANKA,0,2014,parbih,parbih_1_521,0
"009B017",SRPSKA NAPREDNA STRANKA - SNS,0,2014,parbih,parbih_1_521,0
"009B017",UNIJA SOCIJALDEMOKRATA-UNIJA ZA SVE NAS,0,2014,parbih,parbih_1_521,0
"009B017",STRANKA PRAVEDNE POLITIKE,0,2014,parbih,parbih_1_521,0
"009B018",SDA - STRANKA DEMOKRATSKE AKCIJE,165,2014,parbih,parbih_1_521,0
"009B018",SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,31,2014,parbih,parbih_1_521,0
"009B018",SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,19,2014,parbih,parbih_1_521,0
"009B018",PDP-NDP,5,2014,parbih,parbih_1_521,0
"009B018","HDZ BIH, HSS, HKDU BIH, HSP DR.ANTE STARČEVIĆ, HSP HERCEG-BOSNE",2,2014,parbih,parbih_1_521,0
"009B018",KOMUNISTIČKA PARTIJA,1,2014,parbih,parbih_1_521,0
"009B018",DNS-DEMOKRATSKI NARODNI SAVEZ - NS - SRS,1,2014,parbih,parbih_1_521,0
"009B018",ZAJEDNO ZA PROMJENE (SPP-SDU-DNZ),1,2014,parbih,parbih_1_521,0
"009B018",SDS-SRPSKA DEMOKRATSKA STRANKA,0,2014,parbih,parbih_1_521,0
"009B018",SOCIJALISTIČKA PARTIJA,0,2014,parbih,parbih_1_521,0
"009B018",SRPSKA NAPREDNA STRANKA - SNS,0,2014,parbih,parbih_1_521,0
"009B018",UNIJA SOCIJALDEMOKRATA-UNIJA ZA SVE NAS,0,2014,parbih,parbih_1_521,0
"009B018",STRANKA PRAVEDNE POLITIKE,0,2014,parbih,parbih_1_521,0
"009B019",SDA - STRANKA DEMOKRATSKE AKCIJE,114,2014,parbih,parbih_1_521,0
"009B019",SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,37,2014,parbih,parbih_1_521,0
"009B019",SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,6,2014,parbih,parbih_1_521,0
"009B019",ZAJEDNO ZA PROMJENE (SPP-SDU-DNZ),3,2014,parbih,parbih_1_521,0
"009B019",KOMUNISTIČKA PARTIJA,2,2014,parbih,parbih_1_521,0
"009B019",DNS-DEMOKRATSKI NARODNI SAVEZ - NS - SRS,2,2014,parbih,parbih_1_521,0
"009B019",PDP-NDP,2,2014,parbih,parbih_1_521,0
"009B019",SOCIJALISTIČKA PARTIJA,1,2014,parbih,parbih_1_521,0
"009B019","HDZ BIH, HSS, HKDU BIH, HSP DR.ANTE STARČEVIĆ, HSP HERCEG-BOSNE",1,2014,parbih,parbih_1_521,0
"009B019",SDS-SRPSKA DEMOKRATSKA STRANKA,0,2014,parbih,parbih_1_521,0
"009B019",SRPSKA NAPREDNA STRANKA - SNS,0,2014,parbih,parbih_1_521,0
"009B019",UNIJA SOCIJALDEMOKRATA-UNIJA ZA SVE NAS,0,2014,parbih,parbih_1_521,0
"009B019",STRANKA PRAVEDNE POLITIKE,0,2014,parbih,parbih_1_521,0
"009B020",SDA - STRANKA DEMOKRATSKE AKCIJE,90,2014,parbih,parbih_1_521,0
"009B020",SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,25,2014,parbih,parbih_1_521,0
"009B020",SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,4,2014,parbih,parbih_1_521,0
"009B020",PDP-NDP,3,2014,parbih,parbih_1_521,0
"009B020",ZAJEDNO ZA PROMJENE (SPP-SDU-DNZ),3,2014,parbih,parbih_1_521,0
"009B020",SDS-SRPSKA DEMOKRATSKA STRANKA,2,2014,parbih,parbih_1_521,0
"009B020",DNS-DEMOKRATSKI NARODNI SAVEZ - NS - SRS,2,2014,parbih,parbih_1_521,0
"009B020",SRPSKA NAPREDNA STRANKA - SNS,1,2014,parbih,parbih_1_521,0
"009B020",UNIJA SOCIJALDEMOKRATA-UNIJA ZA SVE NAS,1,2014,parbih,parbih_1_521,0
"009B020",SOCIJALISTIČKA PARTIJA,0,2014,parbih,parbih_1_521,0
"009B020",KOMUNISTIČKA PARTIJA,0,2014,parbih,parbih_1_521,0
"009B020",STRANKA PRAVEDNE POLITIKE,0,2014,parbih,parbih_1_521,0
"009B020","HDZ BIH, HSS, HKDU BIH, HSP DR.ANTE STARČEVIĆ, HSP HERCEG-BOSNE",0,2014,parbih,parbih_1_521,0
"009B021",SDA - STRANKA DEMOKRATSKE AKCIJE,83,2014,parbih,parbih_1_521,0
"009B021",SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,36,2014,parbih,parbih_1_521,0
"009B021",DNS-DEMOKRATSKI NARODNI SAVEZ - NS - SRS,6,2014,parbih,parbih_1_521,0
"009B021",SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,4,2014,parbih,parbih_1_521,0
"009B021",ZAJEDNO ZA PROMJENE (SPP-SDU-DNZ),3,2014,parbih,parbih_1_521,0
"009B021",SDS-SRPSKA DEMOKRATSKA STRANKA,2,2014,parbih,parbih_1_521,0
"009B021",KOMUNISTIČKA PARTIJA,1,2014,parbih,parbih_1_521,0
"009B021",STRANKA PRAVEDNE POLITIKE,1,2014,parbih,parbih_1_521,0
"009B021",PDP-NDP,1,2014,parbih,parbih_1_521,0
"009B021",SOCIJALISTIČKA PARTIJA,0,2014,parbih,parbih_1_521,0
"009B021",SRPSKA NAPREDNA STRANKA - SNS,0,2014,parbih,parbih_1_521,0
"009B021",UNIJA SOCIJALDEMOKRATA-UNIJA ZA SVE NAS,0,2014,parbih,parbih_1_521,0
"009B021","HDZ BIH, HSS, HKDU BIH, HSP DR.ANTE STARČEVIĆ, HSP HERCEG-BOSNE",0,2014,parbih,parbih_1_521,0
"009B022A",DNS-DEMOKRATSKI NARODNI SAVEZ - NS - SRS,104,2014,parbih,parbih_1_521,0
"009B022A",SDA - STRANKA DEMOKRATSKE AKCIJE,77,2014,parbih,parbih_1_521,0
"009B022A",SDS-SRPSKA DEMOKRATSKA STRANKA,33,2014,parbih,parbih_1_521,0
"009B022A",SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,26,2014,parbih,parbih_1_521,0
"009B022A",SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,19,2014,parbih,parbih_1_521,0
"009B022A",PDP-NDP,8,2014,parbih,parbih_1_521,0
"009B022A",ZAJEDNO ZA PROMJENE (SPP-SDU-DNZ),6,2014,parbih,parbih_1_521,0
"009B022A",SOCIJALISTIČKA PARTIJA,1,2014,parbih,parbih_1_521,0
"009B022A",KOMUNISTIČKA PARTIJA,1,2014,parbih,parbih_1_521,0
"009B022A",SRPSKA NAPREDNA STRANKA - SNS,0,2014,parbih,parbih_1_521,0
"009B022A",UNIJA SOCIJALDEMOKRATA-UNIJA ZA SVE NAS,0,2014,parbih,parbih_1_521,0
"009B022A",STRANKA PRAVEDNE POLITIKE,0,2014,parbih,parbih_1_521,0
"009B022A","HDZ BIH, HSS, HKDU BIH, HSP DR.ANTE STARČEVIĆ, HSP HERCEG-BOSNE",0,2014,parbih,parbih_1_521,0
"009B022B",DNS-DEMOKRATSKI NARODNI SAVEZ - NS - SRS,73,2014,parbih,parbih_1_521,0
"009B022B",SDA - STRANKA DEMOKRATSKE AKCIJE,44,2014,parbih,parbih_1_521,0
"009B022B",SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,28,2014,parbih,parbih_1_521,0
"009B022B",SDS-SRPSKA DEMOKRATSKA STRANKA,28,2014,parbih,parbih_1_521,0
"009B022B",SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,21,2014,parbih,parbih_1_521,0
"009B022B",SOCIJALISTIČKA PARTIJA,4,2014,parbih,parbih_1_521,0
"009B022B",PDP-NDP,4,2014,parbih,parbih_1_521,0
"009B022B","HDZ BIH, HSS, HKDU BIH, HSP DR.ANTE STARČEVIĆ, HSP HERCEG-BOSNE",2,2014,parbih,parbih_1_521,0
"009B022B",ZAJEDNO ZA PROMJENE (SPP-SDU-DNZ),2,2014,parbih,parbih_1_521,0
"009B022B",UNIJA SOCIJALDEMOKRATA-UNIJA ZA SVE NAS,1,2014,parbih,parbih_1_521,0
"009B022B",STRANKA PRAVEDNE POLITIKE,1,2014,parbih,parbih_1_521,0
"009B022B",SRPSKA NAPREDNA STRANKA - SNS,0,2014,parbih,parbih_1_521,0
"009B022B",KOMUNISTIČKA PARTIJA,0,2014,parbih,parbih_1_521,0
"009B022C",SDA - STRANKA DEMOKRATSKE AKCIJE,25,2014,parbih,parbih_1_521,0
"009B022C",SDS-SRPSKA DEMOKRATSKA STRANKA,20,2014,parbih,parbih_1_521,0
"009B022C",DNS-DEMOKRATSKI NARODNI SAVEZ - NS - SRS,19,2014,parbih,parbih_1_521,0
"009B022C",SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,15,2014,parbih,parbih_1_521,0
"009B022C",SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,8,2014,parbih,parbih_1_521,0
"009B022C",ZAJEDNO ZA PROMJENE (SPP-SDU-DNZ),2,2014,parbih,parbih_1_521,0
"009B022C",PDP-NDP,1,2014,parbih,parbih_1_521,0
"009B022C","HDZ BIH, HSS, HKDU BIH, HSP DR.ANTE STARČEVIĆ, HSP HERCEG-BOSNE",1,2014,parbih,parbih_1_521,0
"009B022C",SOCIJALISTIČKA PARTIJA,0,2014,parbih,parbih_1_521,0
"009B022C",SRPSKA NAPREDNA STRANKA - SNS,0,2014,parbih,parbih_1_521,0
"009B022C",KOMUNISTIČKA PARTIJA,0,2014,parbih,parbih_1_521,0
"009B022C",UNIJA SOCIJALDEMOKRATA-UNIJA ZA SVE NAS,0,2014,parbih,parbih_1_521,0
"009B022C",STRANKA PRAVEDNE POLITIKE,0,2014,parbih,parbih_1_521,0
"009B023A",SDA - STRANKA DEMOKRATSKE AKCIJE,118,2014,parbih,parbih_1_521,0
"009B023A",SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,37,2014,parbih,parbih_1_521,0
"009B023A",ZAJEDNO ZA PROMJENE (SPP-SDU-DNZ),3,2014,parbih,parbih_1_521,0
"009B023A",SOCIJALISTIČKA PARTIJA,2,2014,parbih,parbih_1_521,0
"009B023A",DNS-DEMOKRATSKI NARODNI SAVEZ - NS - SRS,2,2014,parbih,parbih_1_521,0
"009B023A",PDP-NDP,2,2014,parbih,parbih_1_521,0
"009B023A",UNIJA SOCIJALDEMOKRATA-UNIJA ZA SVE NAS,1,2014,parbih,parbih_1_521,0
"009B023A",SDS-SRPSKA DEMOKRATSKA STRANKA,0,2014,parbih,parbih_1_521,0
"009B023A",SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,0,2014,parbih,parbih_1_521,0
"009B023A",SRPSKA NAPREDNA STRANKA - SNS,0,2014,parbih,parbih_1_521,0
"009B023A",KOMUNISTIČKA PARTIJA,0,2014,parbih,parbih_1_521,0
"009B023A",STRANKA PRAVEDNE POLITIKE,0,2014,parbih,parbih_1_521,0
"009B023A","HDZ BIH, HSS, HKDU BIH, HSP DR.ANTE STARČEVIĆ, HSP HERCEG-BOSNE",0,2014,parbih,parbih_1_521,0
"009B023B",SDA - STRANKA DEMOKRATSKE AKCIJE,95,2014,parbih,parbih_1_521,0
"009B023B",SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,50,2014,parbih,parbih_1_521,0
"009B023B",SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,5,2014,parbih,parbih_1_521,0
"009B023B",ZAJEDNO ZA PROMJENE (SPP-SDU-DNZ),4,2014,parbih,parbih_1_521,0
"009B023B",SDS-SRPSKA DEMOKRATSKA STRANKA,3,2014,parbih,parbih_1_521,0
"009B023B",PDP-NDP,3,2014,parbih,parbih_1_521,0
"009B023B",SOCIJALISTIČKA PARTIJA,1,2014,parbih,parbih_1_521,0
"009B023B",SRPSKA NAPREDNA STRANKA - SNS,1,2014,parbih,parbih_1_521,0
"009B023B",DNS-DEMOKRATSKI NARODNI SAVEZ - NS - SRS,1,2014,parbih,parbih_1_521,0
"009B023B",KOMUNISTIČKA PARTIJA,0,2014,parbih,parbih_1_521,0
"009B023B",UNIJA SOCIJALDEMOKRATA-UNIJA ZA SVE NAS,0,2014,parbih,parbih_1_521,0
"009B023B",STRANKA PRAVEDNE POLITIKE,0,2014,parbih,parbih_1_521,0
"009B023B","HDZ BIH, HSS, HKDU BIH, HSP DR.ANTE STARČEVIĆ, HSP HERCEG-BOSNE",0,2014,parbih,parbih_1_521,0
"009B023C",SDA - STRANKA DEMOKRATSKE AKCIJE,37,2014,parbih,parbih_1_521,0
"009B023C",SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,11,2014,parbih,parbih_1_521,0
"009B023C",SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,2,2014,parbih,parbih_1_521,0
"009B023C",ZAJEDNO ZA PROMJENE (SPP-SDU-DNZ),2,2014,parbih,parbih_1_521,0
"009B023C",DNS-DEMOKRATSKI NARODNI SAVEZ - NS - SRS,1,2014,parbih,parbih_1_521,0
"009B023C",SDS-SRPSKA DEMOKRATSKA STRANKA,0,2014,parbih,parbih_1_521,0
"009B023C",SOCIJALISTIČKA PARTIJA,0,2014,parbih,parbih_1_521,0
"009B023C",SRPSKA NAPREDNA STRANKA - SNS,0,2014,parbih,parbih_1_521,0
"009B023C",KOMUNISTIČKA PARTIJA,0,2014,parbih,parbih_1_521,0
"009B023C",UNIJA SOCIJALDEMOKRATA-UNIJA ZA SVE NAS,0,2014,parbih,parbih_1_521,0
"009B023C",STRANKA PRAVEDNE POLITIKE,0,2014,parbih,parbih_1_521,0
"009B023C",PDP-NDP,0,2014,parbih,parbih_1_521,0
"009B023C","HDZ BIH, HSS, HKDU BIH, HSP DR.ANTE STARČEVIĆ, HSP HERCEG-BOSNE",0,2014,parbih,parbih_1_521,0
"009B024",SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,82,2014,parbih,parbih_1_521,0
"009B024",DNS-DEMOKRATSKI NARODNI SAVEZ - NS - SRS,75,2014,parbih,parbih_1_521,0
"009B024",SDA - STRANKA DEMOKRATSKE AKCIJE,68,2014,parbih,parbih_1_521,0
"009B024",SDS-SRPSKA DEMOKRATSKA STRANKA,56,2014,parbih,parbih_1_521,0
"009B024",PDP-NDP,11,2014,parbih,parbih_1_521,0
"009B024",SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,4,2014,parbih,parbih_1_521,0
"009B024",SRPSKA NAPREDNA STRANKA - SNS,1,2014,parbih,parbih_1_521,0
"009B024",UNIJA SOCIJALDEMOKRATA-UNIJA ZA SVE NAS,1,2014,parbih,parbih_1_521,0
"009B024",ZAJEDNO ZA PROMJENE (SPP-SDU-DNZ),1,2014,parbih,parbih_1_521,0
"009B024",SOCIJALISTIČKA PARTIJA,0,2014,parbih,parbih_1_521,0
"009B024",KOMUNISTIČKA PARTIJA,0,2014,parbih,parbih_1_521,0
"009B024",STRANKA PRAVEDNE POLITIKE,0,2014,parbih,parbih_1_521,0
"009B024","HDZ BIH, HSS, HKDU BIH, HSP DR.ANTE STARČEVIĆ, HSP HERCEG-BOSNE",0,2014,parbih,parbih_1_521,0
"009B025",SDS-SRPSKA DEMOKRATSKA STRANKA,203,2014,parbih,parbih_1_521,0
"009B025",SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,184,2014,parbih,parbih_1_521,0
"009B025",DNS-DEMOKRATSKI NARODNI SAVEZ - NS - SRS,122,2014,parbih,parbih_1_521,0
"009B025",PDP-NDP,42,2014,parbih,parbih_1_521,0
"009B025",SRPSKA NAPREDNA STRANKA - SNS,11,2014,parbih,parbih_1_521,0
"009B025",SOCIJALISTIČKA PARTIJA,8,2014,parbih,parbih_1_521,0
"009B025",STRANKA PRAVEDNE POLITIKE,7,2014,parbih,parbih_1_521,0
"009B025",ZAJEDNO ZA PROMJENE (SPP-SDU-DNZ),4,2014,parbih,parbih_1_521,0
"009B025","HDZ BIH, HSS, HKDU BIH, HSP DR.ANTE STARČEVIĆ, HSP HERCEG-BOSNE",1,2014,parbih,parbih_1_521,0
"009B025",SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,0,2014,parbih,parbih_1_521,0
"009B025",SDA - STRANKA DEMOKRATSKE AKCIJE,0,2014,parbih,parbih_1_521,0
"009B025",KOMUNISTIČKA PARTIJA,0,2014,parbih,parbih_1_521,0
"009B025",UNIJA SOCIJALDEMOKRATA-UNIJA ZA SVE NAS,0,2014,parbih,parbih_1_521,0
"009B026",DNS-DEMOKRATSKI NARODNI SAVEZ - NS - SRS,308,2014,parbih,parbih_1_521,0
"009B026",SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,115,2014,parbih,parbih_1_521,0
"009B026",SDS-SRPSKA DEMOKRATSKA STRANKA,86,2014,parbih,parbih_1_521,0
"009B026",PDP-NDP,24,2014,parbih,parbih_1_521,0
"009B026",SOCIJALISTIČKA PARTIJA,9,2014,parbih,parbih_1_521,0
"009B026",SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,0,2014,parbih,parbih_1_521,0
"009B026",SDA - STRANKA DEMOKRATSKE AKCIJE,0,2014,parbih,parbih_1_521,0
"009B026",SRPSKA NAPREDNA STRANKA - SNS,0,2014,parbih,parbih_1_521,0
"009B026",KOMUNISTIČKA PARTIJA,0,2014,parbih,parbih_1_521,0
"009B026",UNIJA SOCIJALDEMOKRATA-UNIJA ZA SVE NAS,0,2014,parbih,parbih_1_521,0
"009B026",STRANKA PRAVEDNE POLITIKE,0,2014,parbih,parbih_1_521,0
"009B026","HDZ BIH, HSS, HKDU BIH, HSP DR.ANTE STARČEVIĆ, HSP HERCEG-BOSNE",0,2014,parbih,parbih_1_521,0
"009B026",ZAJEDNO ZA PROMJENE (SPP-SDU-DNZ),0,2014,parbih,parbih_1_521,0
"009B027",DNS-DEMOKRATSKI NARODNI SAVEZ - NS - SRS,56,2014,parbih,parbih_1_521,0
"009B027",SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,15,2014,parbih,parbih_1_521,0
"009B027",PDP-NDP,6,2014,parbih,parbih_1_521,0
"009B027",SOCIJALISTIČKA PARTIJA,4,2014,parbih,parbih_1_521,0
"009B027",SDS-SRPSKA DEMOKRATSKA STRANKA,3,2014,parbih,parbih_1_521,0
"009B027",SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,0,2014,parbih,parbih_1_521,0
"009B027",SDA - STRANKA DEMOKRATSKE AKCIJE,0,2014,parbih,parbih_1_521,0
"009B027",SRPSKA NAPREDNA STRANKA - SNS,0,2014,parbih,parbih_1_521,0
"009B027",KOMUNISTIČKA PARTIJA,0,2014,parbih,parbih_1_521,0
"009B027",UNIJA SOCIJALDEMOKRATA-UNIJA ZA SVE NAS,0,2014,parbih,parbih_1_521,0
"009B027",STRANKA PRAVEDNE POLITIKE,0,2014,parbih,parbih_1_521,0
"009B027","HDZ BIH, HSS, HKDU BIH, HSP DR.ANTE STARČEVIĆ, HSP HERCEG-BOSNE",0,2014,parbih,parbih_1_521,0
"009B027",ZAJEDNO ZA PROMJENE (SPP-SDU-DNZ),0,2014,parbih,parbih_1_521,0
"009B028",SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,124,2014,parbih,parbih_1_521,0
"009B028",PDP-NDP,98,2014,parbih,parbih_1_521,0
"009B028",DNS-DEMOKRATSKI NARODNI SAVEZ - NS - SRS,93,2014,parbih,parbih_1_521,0
"009B028",SDS-SRPSKA DEMOKRATSKA STRANKA,68,2014,parbih,parbih_1_521,0
"009B028",SRPSKA NAPREDNA STRANKA - SNS,12,2014,parbih,parbih_1_521,0
"009B028",SOCIJALISTIČKA PARTIJA,6,2014,parbih,parbih_1_521,0
"009B028",STRANKA PRAVEDNE POLITIKE,5,2014,parbih,parbih_1_521,0
"009B028",KOMUNISTIČKA PARTIJA,2,2014,parbih,parbih_1_521,0
"009B028",SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,0,2014,parbih,parbih_1_521,0
